user_ref,event_ts,step_index,behavior_type,category_slug,product_id,price_bucket,device_type,search_query,session_id,target_next_category_slug
user_0109,2026-02-12T20:19:00Z,1,search,bags-stands,0,unknown,desktop,Peak Design pouch for ergonomic desk,user_0109_sess_03,bags-stands
user_0109,2026-02-12T20:23:29Z,2,view_product,bags-stands,91,under_500,desktop,,user_0109_sess_03,bags-stands
user_0109,2026-02-12T20:31:35Z,3,save_item,bags-stands,91,under_500,desktop,,user_0109_sess_03,
user_0109,2026-02-17T22:14:00Z,1,search,business-laptops,0,unknown,desktop,van phong for hybrid meetings,user_0109_sess_04,business-laptops
user_0109,2026-02-17T22:18:03Z,2,view_product,business-laptops,2,1000_2000,desktop,,user_0109_sess_04,business-laptops
user_0109,2026-02-17T22:23:22Z,3,chatbot_ask,business-laptops,2,1000_2000,desktop,Would Boardroom Pro 14 work well for remote admin tasks and travel?,user_0109_sess_04,
user_0110,2026-02-05T15:22:00Z,1,search,gaming-laptops,0,unknown,desktop,MSI gpu laptop for esports travel,user_0110_sess_01,gaming-laptops
user_0110,2026-02-05T15:26:28Z,2,view_product,gaming-laptops,11,1000_2000,desktop,,user_0110_sess_01,gaming-laptops
user_0110,2026-02-05T15:34:04Z,3,compare_item,gaming-laptops,17,1000_2000,desktop,,user_0110_sess_01,
user_0110,2026-02-10T20:05:00Z,1,search,tablets,0,unknown,desktop,best ipad mid range,user_0110_sess_02,tablets
user_0110,2026-02-10T20:06:25Z,2,search,tablets,0,unknown,desktop,best ipad mid range battery,user_0110_sess_02,tablets
user_0110,2026-02-10T20:10:04Z,3,view_product,tablets,44,500_1000,desktop,,user_0110_sess_02,tablets
user_0110,2026-02-10T20:16:14Z,4,compare_item,tablets,43,500_1000,desktop,,user_0110_sess_02,
user_0110,2026-02-16T23:18:00Z,1,search,audio,0,unknown,desktop,best audio value pick,user_0110_sess_03,audio
user_0110,2026-02-16T23:20:13Z,2,view_product,audio,65,under_500,desktop,,user_0110_sess_03,audio
user_0110,2026-02-16T23:25:38Z,3,add_to_cart,audio,65,under_500,desktop,,user_0110_sess_03,audio
user_0110,2026-02-16T23:27:10Z,4,checkout,audio,65,under_500,desktop,,user_0110_sess_03,audio
user_0110,2026-02-16T23:35:53Z,5,pay_order,audio,65,under_500,desktop,,user_0110_sess_03,
user_0110,2026-02-19T06:52:00Z,1,search,ultrabooks,0,unknown,mobile,best nhe high performance,user_0110_sess_04,ultrabooks
user_0110,2026-02-19T06:53:28Z,2,view_product,ultrabooks,22,1000_2000,mobile,,user_0110_sess_04,ultrabooks
user_0110,2026-02-19T06:58:59Z,3,chatbot_ask,ultrabooks,22,1000_2000,mobile,Is AirLite 14 a good pick for coffee shop writing?,user_0110_sess_04,
user_0111,2026-02-01T16:08:00Z,1,search,smartwatches,0,unknown,desktop,Amazfit watch for fitness tracking,user_0111_sess_01,smartwatches
user_0111,2026-02-01T16:14:40Z,2,view_product,smartwatches,58,under_500,desktop,,user_0111_sess_01,smartwatches
user_0111,2026-02-01T16:15:49Z,3,add_to_cart,smartwatches,58,under_500,desktop,,user_0111_sess_01,smartwatches
user_0111,2026-02-01T16:16:54Z,4,checkout,smartwatches,58,under_500,desktop,,user_0111_sess_01,smartwatches
user_0111,2026-02-01T16:20:02Z,5,pay_order,smartwatches,58,under_500,desktop,,user_0111_sess_01,
user_0111,2026-02-04T17:35:00Z,1,search,business-laptops,0,unknown,mobile,Acer van phong for hybrid meetings,user_0111_sess_02,business-laptops
user_0111,2026-02-04T17:42:36Z,2,view_product,business-laptops,9,1000_2000,mobile,,user_0111_sess_02,business-laptops
user_0111,2026-02-04T17:46:54Z,3,add_to_cart,business-laptops,9,1000_2000,mobile,,user_0111_sess_02,business-laptops
user_0111,2026-02-04T17:50:32Z,4,checkout,business-laptops,9,1000_2000,mobile,,user_0111_sess_02,business-laptops
user_0111,2026-02-04T17:59:14Z,5,pay_order,business-laptops,9,1000_2000,mobile,,user_0111_sess_02,
user_0111,2026-02-08T19:53:00Z,1,search,gaming-laptops,0,unknown,unknown,Acer gpu laptop for video editing,user_0111_sess_03,gaming-laptops
user_0111,2026-02-08T19:59:20Z,2,view_product,gaming-laptops,19,1000_2000,unknown,,user_0111_sess_03,gaming-laptops
user_0111,2026-02-08T20:00:31Z,3,compare_item,gaming-laptops,14,above_2000,unknown,,user_0111_sess_03,
user_0111,2026-02-11T22:16:00Z,1,search,bags-stands,0,unknown,mobile,backpack for business travel,user_0111_sess_04,bags-stands
user_0111,2026-02-11T22:20:32Z,2,view_product,bags-stands,100,under_500,mobile,,user_0111_sess_04,bags-stands
user_0111,2026-02-11T22:23:53Z,3,add_to_cart,bags-stands,100,under_500,mobile,,user_0111_sess_04,bags-stands
user_0111,2026-02-11T22:28:03Z,4,checkout,bags-stands,100,under_500,mobile,,user_0111_sess_04,bags-stands
user_0111,2026-02-11T22:31:38Z,5,pay_order,bags-stands,100,under_500,mobile,,user_0111_sess_04,
user_0111,2026-02-17T00:29:00Z,1,search,smartwatches,0,unknown,desktop,best wearable under 500,user_0111_sess_05,smartwatches
user_0111,2026-02-17T00:33:28Z,2,view_product,smartwatches,54,under_500,desktop,,user_0111_sess_05,smartwatches
user_0111,2026-02-17T00:42:00Z,3,save_item,smartwatches,54,under_500,desktop,,user_0111_sess_05,
user_0111,2026-02-23T04:54:00Z,1,search,tablets,0,unknown,mobile,around 800 tab,user_0111_sess_06,tablets
user_0111,2026-02-23T04:59:28Z,2,view_product,tablets,45,500_1000,mobile,,user_0111_sess_06,tablets
user_0111,2026-02-23T05:06:51Z,3,save_item,tablets,45,500_1000,mobile,,user_0111_sess_06,
user_0112,2026-02-02T20:10:00Z,1,search,smartphones,0,unknown,mobile,Samsung phone for travel photos,user_0112_sess_01,smartphones
user_0112,2026-02-02T20:11:21Z,2,view_product,smartphones,33,500_1000,mobile,,user_0112_sess_01,smartphones
user_0112,2026-02-02T20:15:24Z,3,add_to_cart,smartphones,33,500_1000,mobile,,user_0112_sess_01,smartphones
user_0112,2026-02-02T20:21:57Z,4,checkout,smartphones,33,500_1000,mobile,,user_0112_sess_01,smartphones
user_0112,2026-02-02T20:25:35Z,5,pay_order,smartphones,33,500_1000,mobile,,user_0112_sess_01,
user_0112,2026-02-09T20:45:00Z,1,search,keyboards-mice,0,unknown,desktop,value pick mouse,user_0112_sess_02,keyboards-mice
user_0112,2026-02-09T20:49:24Z,2,view_product,keyboards-mice,79,under_500,desktop,,user_0112_sess_02,keyboards-mice
user_0112,2026-02-09T20:50:53Z,3,add_to_cart,keyboards-mice,79,under_500,desktop,,user_0112_sess_02,keyboards-mice
user_0112,2026-02-09T20:56:03Z,4,checkout,keyboards-mice,79,under_500,desktop,,user_0112_sess_02,keyboards-mice
user_0112,2026-02-09T21:02:08Z,5,pay_order,keyboards-mice,79,under_500,desktop,,user_0112_sess_02,
user_0112,2026-02-16T23:29:00Z,1,search,smartphones,0,unknown,tablet,Samsung ios for travel photos,user_0112_sess_03,smartphones
user_0112,2026-02-16T23:34:23Z,2,search,smartphones,0,unknown,tablet,Samsung ios for travel photos best,user_0112_sess_03,smartphones
user_0112,2026-02-16T23:39:50Z,3,view_product,smartphones,33,500_1000,tablet,,user_0112_sess_03,smartphones
user_0112,2026-02-16T23:41:02Z,4,save_item,smartphones,33,500_1000,tablet,,user_0112_sess_03,
user_0112,2026-02-25T04:14:00Z,1,search,smartphones,0,unknown,desktop,best iphone premium,user_0112_sess_04,smartphones
user_0112,2026-02-25T04:16:21Z,2,view_product,smartphones,32,1000_2000,desktop,,user_0112_sess_04,smartphones
user_0112,2026-02-25T04:22:43Z,3,add_to_cart,smartphones,32,1000_2000,desktop,,user_0112_sess_04,smartphones
user_0112,2026-02-25T04:27:01Z,4,checkout,smartphones,32,1000_2000,desktop,,user_0112_sess_04,smartphones
user_0112,2026-02-25T04:30:41Z,5,pay_order,smartphones,32,1000_2000,desktop,,user_0112_sess_04,
user_0112,2026-03-06T07:41:00Z,1,search,smartwatches,0,unknown,mobile,best wearable budget,user_0112_sess_05,smartwatches
user_0112,2026-03-06T07:46:13Z,2,view_product,smartwatches,59,under_500,mobile,,user_0112_sess_05,smartwatches
user_0112,2026-03-06T07:50:21Z,3,add_to_cart,smartwatches,59,under_500,mobile,,user_0112_sess_05,smartwatches
user_0112,2026-03-06T07:51:55Z,4,checkout,smartwatches,59,under_500,mobile,,user_0112_sess_05,smartwatches
user_0112,2026-03-06T07:54:33Z,5,pay_order,smartwatches,59,under_500,mobile,,user_0112_sess_05,
user_0112,2026-03-12T12:17:00Z,1,search,smartphones,0,unknown,desktop,phone for travel photos,user_0112_sess_06,smartphones
user_0112,2026-03-12T12:20:19Z,2,view_product,smartphones,34,1000_2000,desktop,,user_0112_sess_06,smartphones
user_0112,2026-03-12T12:28:31Z,3,add_to_cart,smartphones,34,1000_2000,desktop,,user_0112_sess_06,smartphones
user_0112,2026-03-12T12:34:05Z,4,checkout,smartphones,34,1000_2000,desktop,,user_0112_sess_06,smartphones
user_0112,2026-03-12T12:38:50Z,5,pay_order,smartphones,34,1000_2000,desktop,,user_0112_sess_06,
user_0113,2026-01-07T17:58:00Z,1,search,audio,0,unknown,mobile,Apple mic for video calls,user_0113_sess_01,audio
user_0113,2026-01-07T18:00:27Z,2,view_product,audio,63,under_500,mobile,,user_0113_sess_01,audio
user_0113,2026-01-07T18:04:06Z,3,add_to_cart,audio,63,under_500,mobile,,user_0113_sess_01,audio
user_0113,2026-01-07T18:05:49Z,4,checkout,audio,63,under_500,mobile,,user_0113_sess_01,audio
user_0113,2026-01-07T18:09:57Z,5,pay_order,audio,63,under_500,mobile,,user_0113_sess_01,
user_0113,2026-01-14T01:29:00Z,1,search,audio,0,unknown,desktop,HyperX headphone for music listening,user_0113_sess_02,audio
user_0113,2026-01-14T01:32:22Z,2,search,audio,0,unknown,desktop,HyperX headphone for music listening review,user_0113_sess_02,audio
user_0113,2026-01-14T01:36:02Z,3,view_product,audio,66,under_500,desktop,,user_0113_sess_02,audio
user_0113,2026-01-14T01:41:45Z,4,add_to_cart,audio,66,under_500,desktop,,user_0113_sess_02,audio
user_0113,2026-01-14T01:45:17Z,5,checkout,audio,66,under_500,desktop,,user_0113_sess_02,audio
user_0113,2026-01-14T01:49:40Z,6,pay_order,audio,66,under_500,desktop,,user_0113_sess_02,
user_0113,2026-01-16T02:32:00Z,1,search,audio,0,unknown,tablet,HyperX audio for music listening,user_0113_sess_03,audio
user_0113,2026-01-16T02:33:09Z,2,search,audio,0,unknown,tablet,HyperX audio for music listening review,user_0113_sess_03,audio
user_0113,2026-01-16T02:40:10Z,3,view_product,audio,65,under_500,tablet,,user_0113_sess_03,audio
user_0113,2026-01-16T02:48:16Z,4,chatbot_ask,audio,65,under_500,tablet,Can you compare StreamMic USB with similar audio?,user_0113_sess_03,
user_0113,2026-01-19T06:27:00Z,1,search,audio,0,unknown,desktop,budget audio,user_0113_sess_04,audio
user_0113,2026-01-19T06:32:19Z,2,view_product,audio,69,under_500,desktop,,user_0113_sess_04,audio
user_0113,2026-01-19T06:38:02Z,3,add_to_cart,audio,69,under_500,desktop,,user_0113_sess_04,audio
user_0113,2026-01-19T06:39:17Z,4,checkout,audio,69,under_500,desktop,,user_0113_sess_04,audio
user_0113,2026-01-19T06:40:40Z,5,pay_order,audio,69,under_500,desktop,,user_0113_sess_04,
user_0113,2026-01-28T13:00:00Z,1,search,audio,0,unknown,mobile,speaker for video calls,user_0113_sess_05,audio
user_0113,2026-01-28T13:02:07Z,2,view_product,audio,67,under_500,mobile,,user_0113_sess_05,audio
user_0113,2026-01-28T13:05:25Z,3,compare_item,audio,65,under_500,mobile,,user_0113_sess_05,
user_0114,2026-01-10T19:15:00Z,1,search,keyboards-mice,0,unknown,desktop,Keychron mouse for desk comfort,user_0114_sess_01,keyboards-mice
user_0114,2026-01-10T19:23:36Z,2,view_product,keyboards-mice,72,under_500,desktop,,user_0114_sess_01,keyboards-mice
user_0114,2026-01-10T19:29:52Z,3,chatbot_ask,keyboards-mice,72,under_500,desktop,Would TypeFlow Full work well for home office and travel?,user_0114_sess_01,
user_0114,2026-01-18T20:20:00Z,1,search,chargers-cables,0,unknown,mobile,Belkin sac for fast charging,user_0114_sess_02,chargers-cables
user_0114,2026-01-18T20:26:14Z,2,view_product,chargers-cables,83,under_500,mobile,,user_0114_sess_02,chargers-cables
user_0114,2026-01-18T20:29:51Z,3,save_item,chargers-cables,83,under_500,mobile,,user_0114_sess_02,
user_0114,2026-01-23T03:11:00Z,1,search,chargers-cables,0,unknown,mobile,Anker usb-c for fast charging,user_0114_sess_03,chargers-cables
user_0114,2026-01-23T03:15:31Z,2,view_product,chargers-cables,88,under_500,mobile,,user_0114_sess_03,chargers-cables
user_0114,2026-01-23T03:17:53Z,3,add_to_cart,chargers-cables,88,under_500,mobile,,user_0114_sess_03,chargers-cables
user_0114,2026-01-23T03:20:04Z,4,checkout,chargers-cables,88,under_500,mobile,,user_0114_sess_03,chargers-cables
user_0114,2026-01-23T03:23:24Z,5,pay_order,chargers-cables,88,under_500,mobile,,user_0114_sess_03,
user_0114,2026-01-28T05:49:00Z,1,search,audio,0,unknown,desktop,best mic under 500,user_0114_sess_04,audio
user_0114,2026-01-28T05:53:34Z,2,view_product,audio,65,under_500,desktop,,user_0114_sess_04,audio
user_0114,2026-01-28T05:55:08Z,3,chatbot_ask,audio,65,under_500,desktop,Can you compare StreamMic USB with similar audio?,user_0114_sess_04,
user_0114,2026-02-05T10:03:00Z,1,search,chargers-cables,0,unknown,tablet,Mophie cap for desk setup,user_0114_sess_05,chargers-cables
user_0114,2026-02-05T10:09:07Z,2,view_product,chargers-cables,89,under_500,tablet,,user_0114_sess_05,chargers-cables
user_0114,2026-02-05T10:12:30Z,3,save_item,chargers-cables,89,under_500,tablet,,user_0114_sess_05,
user_0114,2026-02-14T12:35:00Z,1,search,keyboards-mice,0,unknown,unknown,ban phim for coding sessions,user_0114_sess_06,keyboards-mice
user_0114,2026-02-14T12:38:13Z,2,view_product,keyboards-mice,72,under_500,unknown,,user_0114_sess_06,keyboards-mice
user_0114,2026-02-14T12:39:43Z,3,add_to_cart,keyboards-mice,72,under_500,unknown,,user_0114_sess_06,keyboards-mice
user_0114,2026-02-14T12:48:27Z,4,checkout,keyboards-mice,72,under_500,unknown,,user_0114_sess_06,keyboards-mice
user_0114,2026-02-14T12:50:40Z,5,pay_order,keyboards-mice,72,under_500,unknown,,user_0114_sess_06,
user_0114,2026-02-20T18:57:00Z,1,search,chargers-cables,0,unknown,mobile,Native Union usb-c for multi device use,user_0114_sess_07,chargers-cables
user_0114,2026-02-20T18:58:34Z,2,view_product,chargers-cables,90,under_500,mobile,,user_0114_sess_07,chargers-cables
user_0114,2026-02-20T19:05:16Z,3,view_product,chargers-cables,87,under_500,mobile,,user_0114_sess_07,chargers-cables
user_0114,2026-02-20T19:09:52Z,4,chatbot_ask,chargers-cables,90,under_500,mobile,Can you compare CableKit Organizer with similar chargers cables?,user_0114_sess_07,
user_0115,2026-01-10T18:02:00Z,1,search,smartwatches,0,unknown,mobile,around 800 dong ho,user_0115_sess_01,smartwatches
user_0115,2026-01-10T18:05:17Z,2,view_product,smartwatches,52,500_1000,mobile,,user_0115_sess_01,smartwatches
user_0115,2026-01-10T18:06:38Z,3,save_item,smartwatches,52,500_1000,mobile,,user_0115_sess_01,
user_0115,2026-01-18T19:14:00Z,1,search,smartphones,0,unknown,tablet,smartphone for battery life,user_0115_sess_02,smartphones
user_0115,2026-01-18T19:18:40Z,2,view_product,smartphones,40,500_1000,tablet,,user_0115_sess_02,smartphones
user_0115,2026-01-18T19:26:57Z,3,compare_item,smartphones,32,1000_2000,tablet,,user_0115_sess_02,
user_0115,2026-01-25T21:02:00Z,1,search,tablets,0,unknown,tablet,around 800 tablet,user_0115_sess_03,tablets
user_0115,2026-01-25T21:05:02Z,2,view_product,tablets,45,500_1000,tablet,,user_0115_sess_03,tablets
user_0115,2026-01-25T21:10:25Z,3,add_to_cart,tablets,45,500_1000,tablet,,user_0115_sess_03,tablets
user_0115,2026-01-25T21:12:02Z,4,checkout,tablets,45,500_1000,tablet,,user_0115_sess_03,tablets
user_0115,2026-01-25T21:14:27Z,5,pay_order,tablets,45,500_1000,tablet,,user_0115_sess_03,
user_0115,2026-01-27T22:58:00Z,1,search,smartphones,0,unknown,mobile,best android around 800,user_0115_sess_04,smartphones
user_0115,2026-01-27T23:05:21Z,2,view_product,smartphones,39,500_1000,mobile,,user_0115_sess_04,smartphones
user_0115,2026-01-27T23:12:45Z,3,save_item,smartphones,39,500_1000,mobile,,user_0115_sess_04,
user_0116,2026-01-12T18:13:00Z,1,search,chargers-cables,0,unknown,mobile,budget adapter,user_0116_sess_01,chargers-cables
user_0116,2026-01-12T18:20:36Z,2,view_product,chargers-cables,90,under_500,mobile,,user_0116_sess_01,chargers-cables
user_0116,2026-01-12T18:23:12Z,3,view_product,chargers-cables,89,under_500,mobile,,user_0116_sess_01,chargers-cables
user_0116,2026-01-12T18:30:22Z,4,save_item,chargers-cables,90,under_500,mobile,,user_0116_sess_01,
user_0116,2026-01-21T21:53:00Z,1,search,chargers-cables,0,unknown,unknown,Belkin adapter for desk setup,user_0116_sess_02,chargers-cables
user_0116,2026-01-21T22:00:37Z,2,search,chargers-cables,0,unknown,unknown,Belkin adapter for desk setup best,user_0116_sess_02,chargers-cables
user_0116,2026-01-21T22:02:54Z,3,view_product,chargers-cables,83,under_500,unknown,,user_0116_sess_02,chargers-cables
user_0116,2026-01-21T22:07:13Z,4,add_to_cart,chargers-cables,83,under_500,unknown,,user_0116_sess_02,chargers-cables
user_0116,2026-01-21T22:09:52Z,5,checkout,chargers-cables,83,under_500,unknown,,user_0116_sess_02,chargers-cables
user_0116,2026-01-21T22:14:31Z,6,pay_order,chargers-cables,83,under_500,unknown,,user_0116_sess_02,
user_0116,2026-01-31T00:23:00Z,1,search,chargers-cables,0,unknown,mobile,Belkin adapter for fast charging,user_0116_sess_03,chargers-cables
user_0116,2026-01-31T00:28:13Z,2,view_product,chargers-cables,83,under_500,mobile,,user_0116_sess_03,chargers-cables
user_0116,2026-01-31T00:34:13Z,3,compare_item,chargers-cables,86,under_500,mobile,,user_0116_sess_03,
user_0116,2026-02-09T06:34:00Z,1,search,chargers-cables,0,unknown,desktop,usb-c for multi device use,user_0116_sess_04,chargers-cables
user_0116,2026-02-09T06:36:32Z,2,search,chargers-cables,0,unknown,desktop,usb-c for multi device use sale,user_0116_sess_04,chargers-cables
user_0116,2026-02-09T06:41:49Z,3,view_product,chargers-cables,81,under_500,desktop,,user_0116_sess_04,chargers-cables
user_0116,2026-02-09T06:49:16Z,4,add_to_cart,chargers-cables,81,under_500,desktop,,user_0116_sess_04,chargers-cables
user_0116,2026-02-09T06:52:00Z,5,checkout,chargers-cables,81,under_500,desktop,,user_0116_sess_04,chargers-cables
user_0116,2026-02-09T06:57:07Z,6,pay_order,chargers-cables,81,under_500,desktop,,user_0116_sess_04,
user_0117,2026-01-16T16:25:00Z,1,search,audio,0,unknown,mobile,under 500 loa,user_0117_sess_01,audio
user_0117,2026-01-16T16:27:20Z,2,view_product,audio,64,under_500,mobile,,user_0117_sess_01,audio
user_0117,2026-01-16T16:31:02Z,3,save_item,audio,64,under_500,mobile,,user_0117_sess_01,
user_0117,2026-01-24T17:47:00Z,1,search,audio,0,unknown,desktop,Google speaker for focus at work,user_0117_sess_02,audio
user_0117,2026-01-24T17:52:08Z,2,view_product,audio,67,under_500,desktop,,user_0117_sess_02,audio
user_0117,2026-01-24T17:54:35Z,3,compare_item,audio,70,under_500,desktop,,user_0117_sess_02,
user_0117,2026-01-27T23:00:00Z,1,search,gaming-laptops,0,unknown,mobile,gaming laptop for esports travel,user_0117_sess_03,gaming-laptops
user_0117,2026-01-27T23:01:44Z,2,view_product,gaming-laptops,15,above_2000,mobile,,user_0117_sess_03,gaming-laptops
user_0117,2026-01-27T23:10:07Z,3,chatbot_ask,gaming-laptops,15,above_2000,mobile,What should I know before buying Razer BladeRunner 15?,user_0117_sess_03,
user_0117,2026-02-03T23:56:00Z,1,search,audio,0,unknown,mobile,loa for commuting,user_0117_sess_04,audio
user_0117,2026-02-03T23:57:23Z,2,view_product,audio,66,under_500,mobile,,user_0117_sess_04,audio
user_0117,2026-02-03T23:59:01Z,3,compare_item,audio,67,under_500,mobile,,user_0117_sess_04,
user_0117,2026-02-13T04:33:00Z,1,search,business-laptops,0,unknown,desktop,premium business laptop,user_0117_sess_05,business-laptops
user_0117,2026-02-13T04:38:41Z,2,search,business-laptops,0,unknown,desktop,premium business laptop review,user_0117_sess_05,business-laptops
user_0117,2026-02-13T04:41:43Z,3,view_product,business-laptops,9,1000_2000,desktop,,user_0117_sess_05,business-laptops
user_0117,2026-02-13T04:44:27Z,4,chatbot_ask,business-laptops,9,1000_2000,desktop,Can you compare OfficeCore Flex 13 with similar business laptops?,user_0117_sess_05,
user_0117,2026-02-16T08:05:00Z,1,search,bags-stands,0,unknown,mobile,Peak Design gia do for device protection,user_0117_sess_06,bags-stands
user_0117,2026-02-16T08:12:06Z,2,view_product,bags-stands,92,under_500,mobile,,user_0117_sess_06,bags-stands
user_0117,2026-02-16T08:20:43Z,3,add_to_cart,bags-stands,92,under_500,mobile,,user_0117_sess_06,bags-stands
user_0117,2026-02-16T08:27:46Z,4,checkout,bags-stands,92,under_500,mobile,,user_0117_sess_06,bags-stands
user_0117,2026-02-16T08:31:16Z,5,pay_order,bags-stands,92,under_500,mobile,,user_0117_sess_06,
user_0117,2026-02-21T11:15:00Z,1,search,audio,0,unknown,desktop,HyperX audio for focus at work,user_0117_sess_07,audio
user_0117,2026-02-21T11:22:39Z,2,view_product,audio,66,under_500,desktop,,user_0117_sess_07,audio
user_0117,2026-02-21T11:29:23Z,3,add_to_cart,audio,66,under_500,desktop,,user_0117_sess_07,audio
user_0117,2026-02-21T11:32:08Z,4,checkout,audio,66,under_500,desktop,,user_0117_sess_07,audio
user_0117,2026-02-21T11:40:33Z,5,pay_order,audio,66,under_500,desktop,,user_0117_sess_07,
user_0118,2026-01-17T21:24:00Z,1,search,audio,0,unknown,tablet,best earbud value pick,user_0118_sess_01,audio
user_0118,2026-01-17T21:26:14Z,2,view_product,audio,67,under_500,tablet,,user_0118_sess_01,audio
user_0118,2026-01-17T21:33:34Z,3,add_to_cart,audio,67,under_500,tablet,,user_0118_sess_01,audio
user_0118,2026-01-17T21:40:36Z,4,checkout,audio,67,under_500,tablet,,user_0118_sess_01,audio
user_0118,2026-01-17T21:44:00Z,5,pay_order,audio,67,under_500,tablet,,user_0118_sess_01,
user_0118,2026-01-24T01:24:00Z,1,search,chargers-cables,0,unknown,desktop,cable for multi device use,user_0118_sess_02,chargers-cables
user_0118,2026-01-24T01:31:23Z,2,view_product,chargers-cables,87,under_500,desktop,,user_0118_sess_02,chargers-cables
user_0118,2026-01-24T01:33:01Z,3,add_to_cart,chargers-cables,87,under_500,desktop,,user_0118_sess_02,chargers-cables
user_0118,2026-01-24T01:34:10Z,4,checkout,chargers-cables,87,under_500,desktop,,user_0118_sess_02,chargers-cables
user_0118,2026-01-24T01:42:27Z,5,pay_order,chargers-cables,87,under_500,desktop,,user_0118_sess_02,
user_0118,2026-01-30T04:09:00Z,1,search,audio,0,unknown,mobile,Google tai nghe for commuting,user_0118_sess_03,audio
user_0118,2026-01-30T04:11:42Z,2,search,audio,0,unknown,mobile,Google tai nghe for commuting battery,user_0118_sess_03,audio
user_0118,2026-01-30T04:13:48Z,3,view_product,audio,68,under_500,mobile,,user_0118_sess_03,audio
user_0118,2026-01-30T04:15:12Z,4,add_to_cart,audio,68,under_500,mobile,,user_0118_sess_03,audio
user_0118,2026-01-30T04:16:25Z,5,checkout,audio,68,under_500,mobile,,user_0118_sess_03,audio
user_0118,2026-01-30T04:20:02Z,6,pay_order,audio,68,under_500,mobile,,user_0118_sess_03,
user_0118,2026-02-06T09:38:00Z,1,search,business-laptops,0,unknown,mobile,high performance business laptop,user_0118_sess_04,business-laptops
user_0118,2026-02-06T09:41:25Z,2,view_product,business-laptops,3,1000_2000,mobile,,user_0118_sess_04,business-laptops
user_0118,2026-02-06T09:50:04Z,3,compare_item,business-laptops,2,1000_2000,mobile,,user_0118_sess_04,
user_0118,2026-02-15T16:18:00Z,1,search,chargers-cables,0,unknown,desktop,Belkin adapter for travel charging,user_0118_sess_05,chargers-cables
user_0118,2026-02-15T16:25:43Z,2,view_product,chargers-cables,84,under_500,desktop,,user_0118_sess_05,chargers-cables
user_0118,2026-02-15T16:33:28Z,3,add_to_cart,chargers-cables,84,under_500,desktop,,user_0118_sess_05,chargers-cables
user_0118,2026-02-15T16:37:10Z,4,checkout,chargers-cables,84,under_500,desktop,,user_0118_sess_05,chargers-cables
user_0118,2026-02-15T16:45:32Z,5,pay_order,chargers-cables,84,under_500,desktop,,user_0118_sess_05,
user_0119,2026-01-17T16:44:00Z,1,search,chargers-cables,0,unknown,mobile,under 500 cap,user_0119_sess_01,chargers-cables
user_0119,2026-01-17T16:49:29Z,2,view_product,chargers-cables,88,under_500,mobile,,user_0119_sess_01,chargers-cables
user_0119,2026-01-17T16:52:54Z,3,chatbot_ask,chargers-cables,88,under_500,mobile,Is DockCharge 7-in-1 a good pick for multi device use?,user_0119_sess_01,
user_0119,2026-01-21T22:24:00Z,1,search,smartphones,0,unknown,mobile,Xiaomi android for creator content,user_0119_sess_02,smartphones
user_0119,2026-01-21T22:28:16Z,2,view_product,smartphones,40,500_1000,mobile,,user_0119_sess_02,smartphones
user_0119,2026-01-21T22:33:00Z,3,save_item,smartphones,40,500_1000,mobile,,user_0119_sess_02,
user_0119,2026-01-31T02:59:00Z,1,search,smartphones,0,unknown,mobile,phone for creator content,user_0119_sess_03,smartphones
user_0119,2026-01-31T03:03:10Z,2,view_product,smartphones,31,1000_2000,mobile,,user_0119_sess_03,smartphones
user_0119,2026-01-31T03:04:37Z,3,chatbot_ask,smartphones,31,1000_2000,mobile,Can you compare SkyPhone X with similar smartphones?,user_0119_sess_03,
user_0119,2026-02-08T08:09:00Z,1,search,smartphones,0,unknown,mobile,smartphone for daily communication,user_0119_sess_04,smartphones
user_0119,2026-02-08T08:13:30Z,2,view_product,smartphones,36,1000_2000,mobile,,user_0119_sess_04,smartphones
user_0119,2026-02-08T08:22:02Z,3,compare_item,smartphones,38,500_1000,mobile,,user_0119_sess_04,
user_0119,2026-02-13T13:14:00Z,1,search,smartphones,0,unknown,mobile,phone for creator content,user_0119_sess_05,smartphones
user_0119,2026-02-13T13:15:20Z,2,view_product,smartphones,34,1000_2000,mobile,,user_0119_sess_05,smartphones
user_0119,2026-02-13T13:18:34Z,3,chatbot_ask,smartphones,34,1000_2000,mobile,Is Galaxy Orbit Ultra a good pick for creator content?,user_0119_sess_05,
user_0119,2026-02-15T18:24:00Z,1,search,smartwatches,0,unknown,mobile,best smartwatch mid range,user_0119_sess_06,smartwatches
user_0119,2026-02-15T18:25:06Z,2,view_product,smartwatches,52,500_1000,mobile,,user_0119_sess_06,smartwatches
user_0119,2026-02-15T18:33:18Z,3,add_to_cart,smartwatches,52,500_1000,mobile,,user_0119_sess_06,smartwatches
user_0119,2026-02-15T18:41:29Z,4,checkout,smartwatches,52,500_1000,mobile,,user_0119_sess_06,smartwatches
user_0119,2026-02-15T18:46:05Z,5,pay_order,smartwatches,52,500_1000,mobile,,user_0119_sess_06,
user_0120,2026-01-16T17:34:00Z,1,search,bags-stands,0,unknown,mobile,value pick sleeve,user_0120_sess_01,bags-stands
user_0120,2026-01-16T17:42:15Z,2,view_product,bags-stands,98,under_500,mobile,,user_0120_sess_01,bags-stands
